usuario_id,producto_id,nombre,categoria_general,dwell_time_segundos,created_at
b2e5af1e-dfc4-4df9-8570-4e0c971335cd,p11,Certificación CompTIA Security+ (Prep),Académico,13.69,2026-07-03T19:45:06.817729
8ca66620-0589-4dbc-90a3-6c9cf502e934,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,33.44,2026-07-03T19:45:06.817820
5ed70275-46c5-447d-ac0e-42b05eaa2c9e,p6,Curso Ethical Hacking & Pentesting,Académico,45.77,2026-07-03T19:45:06.818188
449bf2ee-8814-4062-8eff-8e22e390b83d,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,15.31,2026-07-03T19:45:06.818279
1643e104-6ab9-405f-bb2f-d875042372ac,p14,Bocina Portátil JBL Go 4,Entretenimiento,29.12,2026-07-03T19:45:06.818553
2d2502a1-66f7-4554-b0c2-f20c03827115,p7,Kit Arduino Uno R4 Starter Pro,Académico,47.67,2026-07-03T19:45:06.818639
19bb9a3c-1ecd-46ac-81d7-5d1d37f46519,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,13.22,2026-07-03T19:45:06.818920
3ce352d3-4f92-4e38-9814-d5fbcaaf1056,p11,Certificación CompTIA Security+ (Prep),Académico,30.56,2026-07-03T19:45:06.819108
870a1364-c0a4-4ef7-9336-d70814f44162,p6,Curso Ethical Hacking & Pentesting,Académico,12.53,2026-07-03T19:45:06.819202
8b3cbf01-31af-4e81-a22b-5b0aa6f1177e,p3,Curso Python para Datos e IA,Académico,30.38,2026-07-03T19:45:06.819296
a6c92b20-6513-4b00-92a2-abd949379ef3,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,26.11,2026-07-03T19:45:06.819787
8d72a4d5-3806-4928-8364-3933a088a61d,p34,Combo Snack de Cafetería UPY,Entretenimiento,8.2,2026-07-03T19:45:06.820069
08caf921-ee2a-4b8c-a1b7-3faac7284049,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,15.22,2026-07-03T19:45:06.820156
4a479f49-513a-44e4-a57d-e08d25a2efb5,p2,Microsoft Office 365 Estudiante,Académico,43.28,2026-07-03T19:45:06.820248
848f38dc-cce1-4871-ae60-ab1536b0ac1f,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,27.41,2026-07-03T19:45:06.821444
7d3157ea-4a74-4423-90c9-a20af0cc138a,p1,Planner Académico Pro UPY,Académico,30.66,2026-07-03T19:45:06.821730
fa261908-a6ee-4d23-a997-7a08e4e8723e,p18,Silla Ergonómica de Escritorio,Entretenimiento,13.83,2026-07-03T19:45:06.821831
7bab0dbb-25b4-41cf-a05d-a7e929da1ce8,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,34.55,2026-07-03T19:45:06.822026
556b55df-e496-465b-8a8f-290d83abe825,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,6.27,2026-07-03T19:45:06.822585
2fb72db6-428e-4c3e-b786-88ed0676338f,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,10.49,2026-07-03T19:45:06.823084
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p11,Certificación CompTIA Security+ (Prep),Académico,17.08,2026-07-03T19:45:06.823365
dc546edf-de51-45dc-8987-30f22afc8e46,p34,Combo Snack de Cafetería UPY,Entretenimiento,11.16,2026-07-03T19:45:06.823463
8d72a4d5-3806-4928-8364-3933a088a61d,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,26.8,2026-07-03T19:45:06.823552
82f5b55a-fe08-4b63-9799-302774d2a81e,p34,Combo Snack de Cafetería UPY,Entretenimiento,18.25,2026-07-03T19:45:06.823638
47348f44-0a3c-4086-842b-325b011c7f99,p33,Canva Pro Estudiante (6 meses),Entretenimiento,17.56,2026-07-03T19:45:06.823928
bc308847-7e42-489b-875f-bf48acbe60b4,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,20.68,2026-07-03T19:45:06.824033
d1ca6161-3a2e-453b-8b34-70743d9fb452,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,18.17,2026-07-03T19:45:06.826330
c6eaaa26-9676-482d-a3c1-6c84e983f93d,p34,Combo Snack de Cafetería UPY,Entretenimiento,26.25,2026-07-03T19:45:06.826526
2fb72db6-428e-4c3e-b786-88ed0676338f,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,25.63,2026-07-03T19:45:06.826709
08caf921-ee2a-4b8c-a1b7-3faac7284049,p6,Curso Ethical Hacking & Pentesting,Académico,26.59,2026-07-03T19:45:06.826902
eec88317-1719-49f9-b96a-acdbdc3714c6,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,35.97,2026-07-03T19:45:06.827002
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,20.57,2026-07-03T19:45:06.827275
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p3,Curso Python para Datos e IA,Académico,30.0,2026-07-03T19:45:06.828717
ae2b41e2-cdb1-4db6-b7a3-0c24d43ce34e,p14,Bocina Portátil JBL Go 4,Entretenimiento,6.74,2026-07-03T19:45:06.828818
fa261908-a6ee-4d23-a997-7a08e4e8723e,p11,Certificación CompTIA Security+ (Prep),Académico,22.81,2026-07-03T19:45:06.828917
b656218b-4117-44ee-9fe8-874ee323ef5e,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,20.48,2026-07-03T19:45:06.829122
b017b8a2-93ea-4891-985d-0bfe4aa4ab40,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,40.43,2026-07-03T19:45:06.829214
0d13e4a9-9b0b-4578-837d-afbf01bcf38a,p34,Combo Snack de Cafetería UPY,Entretenimiento,9.7,2026-07-03T19:45:06.830338
8d9bd2be-d7c6-4e25-a519-1f17d4a1be03,p14,Bocina Portátil JBL Go 4,Entretenimiento,20.46,2026-07-03T19:45:06.830429
d072afba-47d2-4bae-bae0-259991a3d61d,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,16.51,2026-07-03T19:45:06.830537
ae2b41e2-cdb1-4db6-b7a3-0c24d43ce34e,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,9.39,2026-07-03T19:45:06.832737
e3a1e3fd-968f-4b08-8706-bee4cae8154b,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,20.81,2026-07-03T19:45:06.832831
08caf921-ee2a-4b8c-a1b7-3faac7284049,p34,Combo Snack de Cafetería UPY,Entretenimiento,12.36,2026-07-03T19:45:06.832919
a6c92b20-6513-4b00-92a2-abd949379ef3,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,11.75,2026-07-03T19:45:06.833295
7d3157ea-4a74-4423-90c9-a20af0cc138a,p1,Planner Académico Pro UPY,Académico,23.76,2026-07-03T19:45:06.835767
06293d96-5920-4681-a67f-34a7d2d4d3b0,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,27.01,2026-07-03T19:45:06.835859
cb6ce875-524c-496c-8d50-3897511daed9,p11,Certificación CompTIA Security+ (Prep),Académico,38.39,2026-07-03T19:45:06.835961
3d1ecaca-0db7-4a82-90d1-400561534c7d,p1,Planner Académico Pro UPY,Académico,17.12,2026-07-03T19:45:06.837323
6cee9e65-4294-4d7a-9979-023e13041c87,p14,Bocina Portátil JBL Go 4,Entretenimiento,10.17,2026-07-03T19:45:06.838289
2ad6be97-3520-491b-9b73-9ba0565cc013,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,15.85,2026-07-03T19:45:06.838393
464b9276-cbbe-4773-8a2e-cdf1d61e5755,p32,Servicio de Tutorías Express en Python,Académico,16.03,2026-07-03T19:45:06.838503
a820ab21-7e63-4d16-9b8b-f6630cebc3ec,p33,Canva Pro Estudiante (6 meses),Entretenimiento,11.12,2026-07-03T19:45:06.838821
1e936c09-547d-4cd0-84d1-f96c34456bf0,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,25.68,2026-07-03T19:45:06.839292
ae2b41e2-cdb1-4db6-b7a3-0c24d43ce34e,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,22.97,2026-07-03T19:45:06.840277
b017b8a2-93ea-4891-985d-0bfe4aa4ab40,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,21.95,2026-07-03T19:45:06.840469
77b19267-f330-4386-9673-0e374579775d,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,21.18,2026-07-03T19:45:06.840583
b017b8a2-93ea-4891-985d-0bfe4aa4ab40,p2,Microsoft Office 365 Estudiante,Académico,15.03,2026-07-03T19:45:06.842842
43620b89-7966-4ee0-82a2-95cfb1bf0c9a,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,15.77,2026-07-03T19:45:06.844902
84d3fac4-f48d-4db9-bff2-2fd532149177,p11,Certificación CompTIA Security+ (Prep),Académico,26.85,2026-07-03T19:45:06.845184
82f5b55a-fe08-4b63-9799-302774d2a81e,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,20.3,2026-07-03T19:45:06.845276
c3ee368e-3d59-44e8-ba44-5f517efc74ba,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,24.61,2026-07-03T19:45:06.845660
43620b89-7966-4ee0-82a2-95cfb1bf0c9a,p14,Bocina Portátil JBL Go 4,Entretenimiento,11.27,2026-07-03T19:45:06.845945
7d8dc277-78bc-4f2e-b4d9-61f8e690819b,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,15.0,2026-07-03T19:45:06.846148
870a1364-c0a4-4ef7-9336-d70814f44162,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,10.01,2026-07-03T19:45:06.846245
6581ae05-621c-4c91-98b3-f01607aa85fe,p11,Certificación CompTIA Security+ (Prep),Académico,22.11,2026-07-03T19:45:06.847385
77b19267-f330-4386-9673-0e374579775d,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,18.22,2026-07-03T19:45:06.847482
d072afba-47d2-4bae-bae0-259991a3d61d,p32,Servicio de Tutorías Express en Python,Académico,11.74,2026-07-03T19:45:06.847854
aae78ab2-827c-46a5-98fc-9ff73693e408,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,11.14,2026-07-03T19:45:06.847951
c6eaaa26-9676-482d-a3c1-6c84e983f93d,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,16.84,2026-07-03T19:45:06.848243
0cba13c8-f9aa-4981-81ba-aa54ad587982,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,21.79,2026-07-03T19:45:06.848334
fa261908-a6ee-4d23-a997-7a08e4e8723e,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,26.92,2026-07-03T19:45:06.848814
5b0546da-18f7-4899-9e3f-8999bb18cfa5,p5,Curso Machine Learning con TensorFlow,Académico,29.81,2026-07-03T19:45:06.849274
cfca7879-0a1e-4075-9eba-7e6e0dd07d5d,p14,Bocina Portátil JBL Go 4,Entretenimiento,12.98,2026-07-03T19:45:06.849924
6efdca63-2a2e-4fa9-a5c2-63b87e223bb6,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,40.81,2026-07-03T19:45:06.850116
17835ff2-fdaf-4f7e-bb85-1b53bd1c20a9,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,32.89,2026-07-03T19:45:06.850223
ae2b41e2-cdb1-4db6-b7a3-0c24d43ce34e,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,14.68,2026-07-03T19:45:06.850802
bab967b9-ca5a-472c-85c2-8209711a3b72,p6,Curso Ethical Hacking & Pentesting,Académico,26.03,2026-07-03T19:45:06.850888
44352418-df28-4b8b-b79c-ab543ce76908,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,5.97,2026-07-03T19:45:06.850979
6cf4e6fa-3268-4e3b-8243-1cccc3b72feb,p18,Silla Ergonómica de Escritorio,Entretenimiento,15.65,2026-07-03T19:45:06.852240
77b19267-f330-4386-9673-0e374579775d,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,16.51,2026-07-03T19:45:06.852822
782f5a9e-8ed4-44bc-b4e9-1c4f4f2bd4b6,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,30.27,2026-07-03T19:45:06.853192
1e936c09-547d-4cd0-84d1-f96c34456bf0,p16,Spotify Premium Estudiante (3 meses),Entretenimiento,16.83,2026-07-03T19:45:06.853570
5ed70275-46c5-447d-ac0e-42b05eaa2c9e,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,15.59,2026-07-03T19:45:06.854706
a0052413-e2f7-438c-b7cb-1b1d65a09f6b,p5,Curso Machine Learning con TensorFlow,Académico,28.31,2026-07-03T19:45:06.857576
f37195b0-17cc-4f7b-8708-c66fa34ae0b6,p6,Curso Ethical Hacking & Pentesting,Académico,13.87,2026-07-03T19:45:06.858104
556b55df-e496-465b-8a8f-290d83abe825,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,24.57,2026-07-03T19:45:06.858198
14c0b949-7f99-44b5-a7df-b33de0d60161,p33,Canva Pro Estudiante (6 meses),Entretenimiento,9.22,2026-07-03T19:45:06.859204
00053d71-61b5-4e25-98b1-ff51c970183f,p11,Certificación CompTIA Security+ (Prep),Académico,24.85,2026-07-03T19:45:06.859487
a79762cb-c823-41dc-b0de-48a7f3f51395,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,39.56,2026-07-03T19:45:06.859590
bab967b9-ca5a-472c-85c2-8209711a3b72,p34,Combo Snack de Cafetería UPY,Entretenimiento,14.6,2026-07-03T19:45:06.860085
5ed70275-46c5-447d-ac0e-42b05eaa2c9e,p5,Curso Machine Learning con TensorFlow,Académico,11.84,2026-07-03T19:45:06.862630
2ad6be97-3520-491b-9b73-9ba0565cc013,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,33.86,2026-07-03T19:45:06.862867
848f38dc-cce1-4871-ae60-ab1536b0ac1f,p14,Bocina Portátil JBL Go 4,Entretenimiento,9.76,2026-07-03T19:45:06.863449
5ed70275-46c5-447d-ac0e-42b05eaa2c9e,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,27.07,2026-07-03T19:45:06.863559
7d3157ea-4a74-4423-90c9-a20af0cc138a,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,36.82,2026-07-03T19:45:06.863896
b6405e65-21ca-4482-b5ca-b5442557201c,p18,Silla Ergonómica de Escritorio,Entretenimiento,9.65,2026-07-03T19:45:06.864150
2d2502a1-66f7-4554-b0c2-f20c03827115,p14,Bocina Portátil JBL Go 4,Entretenimiento,13.12,2026-07-03T19:45:06.864265
556b55df-e496-465b-8a8f-290d83abe825,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,23.2,2026-07-03T19:45:06.864373
c08ef652-e31d-4cf7-a236-fa79f1287114,p7,Kit Arduino Uno R4 Starter Pro,Académico,19.39,2026-07-03T19:45:06.864478
2020648d-21ea-4ef9-a55e-33e0e3d14a2b,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,19.24,2026-07-03T19:45:06.864708
55a0f2d5-a723-49ae-8f4c-5b01a4875b5d,p7,Kit Arduino Uno R4 Starter Pro,Académico,35.11,2026-07-03T19:45:06.864931
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,27.67,2026-07-03T19:45:06.865153
8b3cbf01-31af-4e81-a22b-5b0aa6f1177e,p18,Silla Ergonómica de Escritorio,Entretenimiento,18.47,2026-07-03T19:45:06.865624
a820ab21-7e63-4d16-9b8b-f6630cebc3ec,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,16.44,2026-07-03T19:45:06.865852
782f5a9e-8ed4-44bc-b4e9-1c4f4f2bd4b6,p3,Curso Python para Datos e IA,Académico,31.78,2026-07-03T19:45:06.866071
dc546edf-de51-45dc-8987-30f22afc8e46,p12,Kit Electrónica: Sensores IoT Avanzados,Académico,25.58,2026-07-03T19:45:06.866294
aae78ab2-827c-46a5-98fc-9ff73693e408,p1,Planner Académico Pro UPY,Académico,23.04,2026-07-03T19:45:06.866519
f2f01ffd-d616-4fa7-bb7f-63d3767504f9,p18,Silla Ergonómica de Escritorio,Entretenimiento,21.45,2026-07-03T19:45:06.866745
cde9b07e-451c-40a5-bbc4-b35b0242002c,p3,Curso Python para Datos e IA,Académico,13.1,2026-07-03T19:45:06.866856
d072afba-47d2-4bae-bae0-259991a3d61d,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,14.79,2026-07-03T19:45:06.866975
cb6ce875-524c-496c-8d50-3897511daed9,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,16.87,2026-07-03T19:45:06.867106
394c5a0a-068c-486c-8431-824ab1a31546,p15,Control Xbox Wireless (Carbon Black),Entretenimiento,12.4,2026-07-03T19:45:06.868482
cfca7879-0a1e-4075-9eba-7e6e0dd07d5d,p18,Silla Ergonómica de Escritorio,Entretenimiento,18.3,2026-07-03T19:45:06.869103
bc308847-7e42-489b-875f-bf48acbe60b4,p32,Servicio de Tutorías Express en Python,Académico,20.55,2026-07-03T19:45:06.869213
c8a16575-9df3-4916-b708-0fe72f35e9c9,p5,Curso Machine Learning con TensorFlow,Académico,28.3,2026-07-03T19:45:06.869345
44352418-df28-4b8b-b79c-ab543ce76908,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,22.78,2026-07-03T19:45:06.869703
89ec3d91-a6c9-4fa5-95f1-b3f7c9b418a1,p6,Curso Ethical Hacking & Pentesting,Académico,23.98,2026-07-03T19:45:06.869813
cde9b07e-451c-40a5-bbc4-b35b0242002c,p18,Silla Ergonómica de Escritorio,Entretenimiento,7.67,2026-07-03T19:45:06.869933
a8ee427b-9e96-4009-8f82-f6e7953441a4,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,11.04,2026-07-03T19:45:06.872620
84d3fac4-f48d-4db9-bff2-2fd532149177,p14,Bocina Portátil JBL Go 4,Entretenimiento,17.07,2026-07-03T19:45:06.872816
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p3,Curso Python para Datos e IA,Académico,35.58,2026-07-03T19:45:06.872912
7875c496-62c0-455c-aa72-6e53536a3a30,p14,Bocina Portátil JBL Go 4,Entretenimiento,14.73,2026-07-03T19:45:06.873016
ae2b41e2-cdb1-4db6-b7a3-0c24d43ce34e,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,19.71,2026-07-03T19:45:06.873406
82f5b55a-fe08-4b63-9799-302774d2a81e,p17,Mochila Antirrobo con Puerto USB,Entretenimiento,10.1,2026-07-03T19:45:06.873902
8e0f88b8-6f5b-49c4-80b2-f0cc9ea26184,p6,Curso Ethical Hacking & Pentesting,Académico,39.56,2026-07-03T19:45:06.874107
27f718fc-fdfb-4d37-ab9a-bbb75d4cc903,p6,Curso Ethical Hacking & Pentesting,Académico,15.52,2026-07-03T19:45:06.875301
6efdca63-2a2e-4fa9-a5c2-63b87e223bb6,p10,Álgebra Lineal para IA (eBook + Ejercicios),Académico,19.09,2026-07-03T19:45:06.875572
8a0503fd-e748-458f-a448-fae6118cab68,p11,Certificación CompTIA Security+ (Prep),Académico,31.34,2026-07-03T19:45:06.875674
b6405e65-21ca-4482-b5ca-b5442557201c,p14,Bocina Portátil JBL Go 4,Entretenimiento,32.04,2026-07-03T19:45:06.875882
14c0b949-7f99-44b5-a7df-b33de0d60161,p2,Microsoft Office 365 Estudiante,Académico,33.66,2026-07-03T19:45:06.876081
b017b8a2-93ea-4891-985d-0bfe4aa4ab40,p6,Curso Ethical Hacking & Pentesting,Académico,28.34,2026-07-03T19:45:06.876179
aae78ab2-827c-46a5-98fc-9ff73693e408,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,13.87,2026-07-03T19:45:06.876376
6cee9e65-4294-4d7a-9979-023e13041c87,p3,Curso Python para Datos e IA,Académico,22.34,2026-07-03T19:45:06.876953
c6eaaa26-9676-482d-a3c1-6c84e983f93d,p14,Bocina Portátil JBL Go 4,Entretenimiento,11.73,2026-07-03T19:45:06.877220
6cf4e6fa-3268-4e3b-8243-1cccc3b72feb,p5,Curso Machine Learning con TensorFlow,Académico,34.81,2026-07-03T19:45:06.877330
1e936c09-547d-4cd0-84d1-f96c34456bf0,p33,Canva Pro Estudiante (6 meses),Entretenimiento,16.01,2026-07-03T19:45:06.877428
d072afba-47d2-4bae-bae0-259991a3d61d,p32,Servicio de Tutorías Express en Python,Académico,26.06,2026-07-03T19:45:06.877633
47348f44-0a3c-4086-842b-325b011c7f99,p2,Microsoft Office 365 Estudiante,Académico,31.91,2026-07-03T19:45:06.877723
449bf2ee-8814-4062-8eff-8e22e390b83d,p34,Combo Snack de Cafetería UPY,Entretenimiento,11.28,2026-07-03T19:45:06.878213
2020648d-21ea-4ef9-a55e-33e0e3d14a2b,p32,Servicio de Tutorías Express en Python,Académico,27.55,2026-07-03T19:45:06.878308
464b9276-cbbe-4773-8a2e-cdf1d61e5755,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,19.33,2026-07-03T19:45:06.878497
44352418-df28-4b8b-b79c-ab543ce76908,p20,Teclado Mecánico Compacto TKL RGB,Entretenimiento,14.23,2026-07-03T19:45:06.878681
c6eaaa26-9676-482d-a3c1-6c84e983f93d,p32,Servicio de Tutorías Express en Python,Académico,27.85,2026-07-03T19:45:06.880488
2f07556d-dcc8-41a9-97eb-0f7ee27d8517,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,16.21,2026-07-03T19:45:06.880584
2fb72db6-428e-4c3e-b786-88ed0676338f,p31,Pack de Apuntes UPY: Cálculo y Física,Académico,24.92,2026-07-03T19:45:06.880678
c942c108-82c5-44c6-aa9f-055a93e9a7d3,p18,Silla Ergonómica de Escritorio,Entretenimiento,12.16,2026-07-03T19:45:06.880776
1e936c09-547d-4cd0-84d1-f96c34456bf0,p1,Planner Académico Pro UPY,Académico,18.96,2026-07-03T19:45:06.880870
1c031be5-d2c9-4f17-94a8-4e5e118c1d0a,p8,Raspberry Pi 5 (8 GB) Kit Completo,Académico,27.43,2026-07-03T19:45:06.881060
d1ca6161-3a2e-453b-8b34-70743d9fb452,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,27.59,2026-07-03T19:45:06.882310
2d2502a1-66f7-4554-b0c2-f20c03827115,p11,Certificación CompTIA Security+ (Prep),Académico,36.95,2026-07-03T19:45:06.882410
7d828498-5c47-4273-bf87-81fabde6249c,p13,Audífonos Inalámbricos JBL Tune 520BT,Entretenimiento,14.82,2026-07-03T19:45:06.882505
82e51ec3-ca4f-4264-aaa4-96bf6c43e223,p4,Cálculo Diferencial e Integral (Pack Digital),Académico,28.77,2026-07-03T19:45:06.882605
6581ae05-621c-4c91-98b3-f01607aa85fe,p19,Mouse Inalámbrico Logitech MX Anywhere 3S,Entretenimiento,14.92,2026-07-03T19:45:06.882692
bab967b9-ca5a-472c-85c2-8209711a3b72,p11,Certificación CompTIA Security+ (Prep),Académico,41.35,2026-07-03T19:45:06.882889
2ad6be97-3520-491b-9b73-9ba0565cc013,p9,Curso Robótica con ROS 2 (Robot Operating System),Académico,26.34,2026-07-03T19:45:06.883992
8ca66620-0589-4dbc-90a3-6c9cf502e934,p11,Certificación CompTIA Security+ (Prep),Académico,23.49,2026-07-03T19:45:06.884407
0cba13c8-f9aa-4981-81ba-aa54ad587982,p6,Curso Ethical Hacking & Pentesting,Académico,30.32,2026-07-03T19:45:06.884618
