usuario_id,producto_id,tipo_evento,dwell_time_segundos,precio_pagado,metodo_pago,es_fin_de_semana,created_at,carrera,genero,nombre,categoria_general,tiene_gpu_dedicada,student_group
sim_de_3744,p30,view,11.82,,,True,2026-06-28 18:03:04.923881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3141,p36,view,15.51,,,False,2026-06-28 18:03:04.923881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7617,p30,view,18.27,,,False,2026-07-02 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5452,p27,view,12.97,,,False,2026-06-28 18:03:04.924883,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8390,p27,view,19.38,,,False,2026-06-07 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5611,p27,view,15.28,,,True,2026-06-06 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7833,p28,view,16.57,,,False,2026-07-02 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6732,p29,view,15.27,,,False,2026-07-02 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2066,p29,view,25.58,,,False,2026-06-21 18:03:04.924883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9945,p28,view,17.74,,,False,2026-06-07 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1417,p28,view,13.36,,,False,2026-06-29 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6745,p30,view,21.25,,,False,2026-06-09 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8164,p26,view,12.67,,,False,2026-06-28 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3786,p26,view,18.68,,,False,2026-06-29 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3143,p36,view,9.57,,,False,2026-06-21 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6644,p26,view,12.22,,,True,2026-06-16 18:03:04.924883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9787,p26,view,18.63,,,False,2026-06-06 18:03:04.924883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1395,p30,view,20.9,,,False,2026-06-21 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1717,p29,view,18.52,,,False,2026-06-18 18:03:04.925911,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8266,p29,view,17.31,,,False,2026-06-06 18:03:04.925911,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4636,p26,view,16.54,,,True,2026-06-12 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7541,p27,view,11.59,,,False,2026-06-10 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9010,p27,view,14.78,,,False,2026-06-24 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3539,p26,view,15.87,,,True,2026-06-26 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2191,p27,view,22.24,,,False,2026-06-06 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2540,p30,view,19.24,,,True,2026-06-14 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2365,p29,view,10.4,,,True,2026-06-26 18:03:04.925911,Ingeniería en Datos e IA,Prefiero no decir,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4141,p29,view,19.16,,,True,2026-06-04 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5186,p27,view,16.18,,,False,2026-06-26 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5268,p30,view,14.96,,,False,2026-06-07 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9647,p30,view,20.37,,,False,2026-06-26 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1504,p29,view,22.13,,,False,2026-06-09 18:03:04.925911,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1133,p27,view,21.71,,,True,2026-06-20 18:03:04.925911,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5175,p36,view,14.28,,,False,2026-06-05 18:03:04.925911,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7190,p26,view,16.5,,,True,2026-06-18 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9053,p28,view,19.19,,,False,2026-06-08 18:03:04.926882,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2353,p36,view,21.9,,,False,2026-06-05 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7819,p27,view,15.79,,,False,2026-06-05 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5964,p26,view,17.02,,,False,2026-06-06 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8312,p26,view,13.15,,,False,2026-06-13 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1924,p30,view,12.78,,,False,2026-06-04 18:03:04.926882,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8026,p30,view,21.21,,,False,2026-07-01 18:03:04.926882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9989,p27,view,23.5,,,False,2026-06-28 18:03:04.926882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3193,p26,view,17.5,,,False,2026-06-07 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4925,p28,view,22.01,,,False,2026-06-20 18:03:04.926882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8266,p26,view,19.32,,,True,2026-06-10 18:03:04.926882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3000,p30,view,15.09,,,False,2026-06-27 18:03:04.927880,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8190,p30,view,19.32,,,False,2026-06-23 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8245,p26,view,24.26,,,True,2026-06-14 18:03:04.927880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8939,p36,view,17.65,,,False,2026-06-25 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4419,p27,view,24.37,,,False,2026-06-11 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5363,p26,view,6.8,,,False,2026-06-28 18:03:04.927880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5858,p26,view,21.25,,,False,2026-06-18 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2252,p30,view,18.17,,,False,2026-06-22 18:03:04.927880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7881,p36,view,16.54,,,False,2026-06-15 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8002,p28,view,18.19,,,False,2026-06-13 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8648,p29,view,9.45,,,False,2026-06-23 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3180,p30,view,16.88,,,True,2026-06-09 18:03:04.927880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3832,p29,view,19.3,,,True,2026-06-28 18:03:04.927880,Ingeniería en Datos e IA,Prefiero no decir,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6569,p30,view,24.01,,,True,2026-06-22 18:03:04.927880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2906,p26,view,15.62,,,False,2026-06-17 18:03:04.927880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7031,p29,view,14.4,,,True,2026-06-09 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2887,p28,view,15.69,,,False,2026-06-15 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8570,p30,view,21.64,,,True,2026-06-05 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7677,p30,view,19.18,,,False,2026-06-28 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3393,p36,view,15.58,,,False,2026-06-19 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8240,p27,view,19.96,,,False,2026-06-08 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7493,p28,view,18.21,,,False,2026-06-04 18:03:04.928880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2276,p29,view,21.87,,,True,2026-06-09 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9150,p36,view,14.85,,,False,2026-06-20 18:03:04.928880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6126,p28,view,16.42,,,False,2026-06-19 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2531,p30,view,16.15,,,False,2026-06-27 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4086,p26,view,11.65,,,False,2026-06-05 18:03:04.928880,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2976,p26,view,19.04,,,True,2026-06-07 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5632,p26,view,18.9,,,False,2026-06-08 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9258,p26,view,17.82,,,False,2026-06-18 18:03:04.928880,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8943,p26,view,16.81,,,False,2026-06-23 18:03:04.929881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3739,p27,view,11.86,,,False,2026-06-06 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1876,p36,view,16.03,,,False,2026-07-02 18:03:04.929881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2733,p36,view,16.36,,,True,2026-06-29 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4517,p36,view,14.43,,,False,2026-06-09 18:03:04.929881,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9434,p30,view,17.12,,,False,2026-06-27 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9195,p36,view,19.5,,,False,2026-06-09 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6560,p27,view,25.72,,,False,2026-06-25 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7316,p29,view,18.53,,,True,2026-06-07 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9915,p26,view,18.88,,,False,2026-06-21 18:03:04.929881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7233,p36,view,17.49,,,False,2026-06-28 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7988,p28,view,9.74,,,False,2026-06-27 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1009,p30,view,17.69,,,True,2026-06-21 18:03:04.929881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6287,p27,view,18.05,,,True,2026-06-28 18:03:04.929881,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3824,p28,view,28.15,,,False,2026-06-27 18:03:04.929881,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8984,p30,view,16.99,,,False,2026-06-21 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2908,p28,view,19.07,,,False,2026-06-21 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3560,p36,view,17.65,,,True,2026-06-04 18:03:04.930900,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7413,p29,view,12.89,,,True,2026-06-12 18:03:04.930900,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3898,p28,view,22.6,,,False,2026-06-29 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2065,p26,view,20.96,,,False,2026-06-25 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7943,p28,view,21.12,,,False,2026-07-02 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_3190,p26,view,13.98,,,True,2026-07-02 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5033,p36,view,23.69,,,True,2026-06-25 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2970,p36,view,11.91,,,False,2026-06-26 18:03:04.930900,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6567,p29,view,20.26,,,False,2026-06-04 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9669,p28,view,27.0,,,False,2026-06-27 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1950,p26,view,13.64,,,True,2026-06-11 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5612,p28,view,15.42,,,False,2026-06-11 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8326,p29,view,18.22,,,False,2026-06-13 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4228,p30,view,15.69,,,False,2026-06-29 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5225,p28,view,11.29,,,False,2026-06-14 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1793,p28,view,18.09,,,False,2026-06-13 18:03:04.931883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7166,p27,view,13.34,,,False,2026-06-21 18:03:04.931883,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8783,p36,view,19.79,,,True,2026-07-02 18:03:04.931883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1827,p28,view,13.94,,,False,2026-06-29 18:03:04.931883,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4876,p27,view,24.31,,,False,2026-06-07 18:03:04.931883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5146,p30,view,14.51,,,True,2026-06-24 18:03:04.931883,Ingeniería en Datos e IA,No binario,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2792,p36,view,16.45,,,True,2026-06-07 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4030,p26,view,21.22,,,False,2026-06-11 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6031,p30,view,12.63,,,False,2026-06-12 18:03:04.931883,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_4507,p26,view,18.76,,,True,2026-06-24 18:03:04.931883,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1536,p27,view,23.29,,,False,2026-07-01 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9666,p27,view,11.05,,,False,2026-06-22 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2205,p26,view,18.58,,,False,2026-06-27 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7320,p30,view,18.89,,,False,2026-06-11 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6588,p26,view,21.08,,,True,2026-06-13 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5243,p36,view,12.6,,,False,2026-06-04 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5422,p26,view,12.25,,,False,2026-06-10 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1951,p28,view,19.99,,,False,2026-06-04 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9477,p28,view,19.05,,,True,2026-06-19 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7645,p29,view,18.85,,,False,2026-06-27 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_7016,p30,view,19.26,,,True,2026-06-30 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2481,p28,view,14.94,,,False,2026-06-05 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1054,p29,view,18.78,,,False,2026-06-26 18:03:04.932882,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1832,p26,view,19.03,,,True,2026-06-09 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9519,p36,view,14.8,,,False,2026-06-28 18:03:04.932882,Ingeniería en Datos e IA,Femenino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8776,p29,view,25.64,,,True,2026-07-01 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_6207,p36,view,19.79,,,False,2026-06-19 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5547,p29,view,12.8,,,False,2026-06-12 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1822,p27,view,20.56,,,True,2026-06-26 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_5242,p30,view,13.71,,,False,2026-06-04 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_9705,p26,view,21.11,,,False,2026-06-13 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_2409,p28,view,22.67,,,False,2026-06-21 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_1804,p36,view,14.35,,,False,2026-06-24 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
sim_de_8083,p28,view,21.85,,,False,2026-06-11 18:03:04.933937,Ingeniería en Datos e IA,Masculino,Simulated GPU Laptop View,Laptop,True,Data Engineering
